design_index,preset,is_control,design_seed,spine_scale,design_notes,params
37,harpetida,0,7,0.2728,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.0, ""boreDia"": 1.95, ""cephFrac"": 0.4198982916984864, ""cephParallel"": 0.02, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 1.0, ""eyeLat"": 0.0, ""eyePos"": 0.45, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.05, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 2.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.32737893370929, ""genalSweep"": 0.05, ""genalTaper"": 0.6, ""genalWidth"": 0.3, ""genalWidthMM"": 5.0, ""glabFront"": 2.5, ""glabInflate"": 1.35, ""glabLobes"": 3, ""glabRise"": 0.12, ""headDomeExp"": 1.42, ""headDomeFill"": 0.61, ""headOutlineExp"": 1.89, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 151.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.33, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.31390821755452214, ""pleuralSlope"": 0.74, ""pygFrac"": 0.07314828199277455, ""pygMarginal"": 0, ""pygMarginalLen"": 0.1364078890455375, ""pygRings"": 2, ""pygSpine"": 0.0, ""pygSplay"": 16.0, ""pygWidth"": 0.82, ""relief"": 23.927942548460116, ""ringArch"": 0.22, ""segCount"": 9, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.7, ""wall"": 2.0, ""width"": 72.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.12, ""widthTail"": 0.3, ""widthThoraxFront"": 0.6, ""widthThoraxRear"": 0.43874346752416465}"
38,harpetida,1,7,,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.0, ""boreDia"": 1.95, ""cephFrac"": 0.42, ""cephParallel"": 0.02, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 1.0, ""eyeLat"": 0.0, ""eyePos"": 0.45, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.0, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 2.0, ""genalPath"": ""s**2"", ""genalSpine"": 1.2, ""genalSweep"": 0.05, ""genalTaper"": 0.6, ""genalWidth"": 0.3, ""genalWidthMM"": 5.0, ""glabFront"": 2.5, ""glabInflate"": 1.35, ""glabLobes"": 3, ""glabRise"": 0.12, ""headDomeExp"": 1.42, ""headDomeFill"": 0.61, ""headOutlineExp"": 1.89, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 151.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.33, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.45, ""pleuralSlope"": 0.74, ""pygFrac"": 0.1, ""pygMarginal"": 0, ""pygMarginalLen"": 0.5, ""pygRings"": 2, ""pygSpine"": 0.0, ""pygSplay"": 16.0, ""pygWidth"": 0.82, ""relief"": 17.1, ""ringArch"": 0.22, ""segCount"": 9, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.7, ""wall"": 2.0, ""width"": 72.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.12, ""widthTail"": 0.3, ""widthThoraxFront"": 0.6, ""widthThoraxRear"": 0.42}"
39,harpetida,1,7,,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.0, ""boreDia"": 1.95, ""cephFrac"": 0.42, ""cephParallel"": 0.02, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 1.0, ""eyeLat"": 0.0, ""eyePos"": 0.45, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.45, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 2.0, ""genalPath"": ""s**2"", ""genalSpine"": 1.2, ""genalSweep"": 0.05, ""genalTaper"": 0.6, ""genalWidth"": 0.3, ""genalWidthMM"": 5.0, ""glabFront"": 2.5, ""glabInflate"": 1.35, ""glabLobes"": 3, ""glabRise"": 0.12, ""headDomeExp"": 1.42, ""headDomeFill"": 0.61, ""headOutlineExp"": 1.89, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 151.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.33, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.45, ""pleuralSlope"": 0.74, ""pygFrac"": 0.1, ""pygMarginal"": 0, ""pygMarginalLen"": 0.5, ""pygRings"": 2, ""pygSpine"": 0.0, ""pygSplay"": 16.0, ""pygWidth"": 0.82, ""relief"": 17.1, ""ringArch"": 0.22, ""segCount"": 9, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.7, ""wall"": 2.0, ""width"": 72.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.12, ""widthTail"": 0.3, ""widthThoraxFront"": 0.6, ""widthThoraxRear"": 0.42}"
40,lichida,0,7,0.3872,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.2601900116017748, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 0.85, ""eyeLat"": 0.0, ""eyePos"": 0.62, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.16, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.1742609490032956, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 5.0, ""glabFront"": 2.5, ""glabInflate"": 1.6, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 183.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.44622146508967586, ""pleuralSlope"": 0.74, ""pygFrac"": 0.29667671202394996, ""pygMarginal"": 6, ""pygMarginalLen"": 0.23234793200439413, ""pygRings"": 4, ""pygSpine"": 0.1355362936692299, ""pygSplay"": 16.0, ""pygWidth"": 1.0, ""relief"": 16.962269506099148, ""ringArch"": 0.22, ""segCount"": 7, ""spineBase"": 0.05808698300109853, ""spineGrad"": 0.15, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.75, ""wall"": 2.0, ""width"": 72.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.55, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.663576201866524}"
41,lichida,0,7,1.2615,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.38932292040559885, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 0.85, ""eyeLat"": 0.0, ""eyePos"": 0.62, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.16, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.5676616742718604, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 5.0, ""glabFront"": 2.5, ""glabInflate"": 1.6, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 183.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.5387120890633208, ""pleuralSlope"": 0.74, ""pygFrac"": 0.23583871067232687, ""pygMarginal"": 6, ""pygMarginalLen"": 0.7568822323624805, ""pygRings"": 4, ""pygSpine"": 0.44151463554478027, ""pygSplay"": 16.0, ""pygWidth"": 1.0, ""relief"": 21.54025925187897, ""ringArch"": 0.22, ""segCount"": 9, ""spineBase"": 0.18922055809062013, ""spineGrad"": 0.15, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.75, ""wall"": 2.0, ""width"": 72.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.55, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.47390825112714646}"
42,lichida,0,7,1.3154,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.21467589751027658, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 0.85, ""eyeLat"": 0.0, ""eyePos"": 0.62, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.16, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.5919271152426987, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 5.0, ""glabFront"": 2.5, ""glabInflate"": 1.6, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 183.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.3971400193061864, ""pleuralSlope"": 0.74, ""pygFrac"": 0.334665119156454, ""pygMarginal"": 6, ""pygMarginalLen"": 0.7892361536569316, ""pygRings"": 4, ""pygSpine"": 0.46038775629987677, ""pygSplay"": 16.0, ""pygWidth"": 1.0, ""relief"": 12.53333233301082, ""ringArch"": 0.22, ""segCount"": 12, ""spineBase"": 0.1973090384142329, ""spineGrad"": 0.15, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.75, ""wall"": 2.0, ""width"": 72.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.55, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.6169348945242359}"
43,lichida,0,7,0.1797,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.3113957103642329, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 0.85, ""eyeLat"": 0.0, ""eyePos"": 0.62, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.16, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.08086078369647769, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 5.0, ""glabFront"": 2.5, ""glabInflate"": 1.6, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 183.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.2402156059655951, ""pleuralSlope"": 0.74, ""pygFrac"": 0.21634086056432159, ""pygMarginal"": 6, ""pygMarginalLen"": 0.10781437826197024, ""pygRings"": 4, ""pygSpine"": 0.06289172065281597, ""pygSplay"": 16.0, ""pygWidth"": 1.0, ""relief"": 23.83165979787552, ""ringArch"": 0.22, ""segCount"": 12, ""spineBase"": 0.02695359456549256, ""spineGrad"": 0.15, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.75, ""wall"": 2.0, ""width"": 72.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.55, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.7708764629619049}"
44,lichida,0,7,0.6504,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.35619116349493907, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 0.85, ""eyeLat"": 0.0, ""eyePos"": 0.62, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.16, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.29266901441705495, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 5.0, ""glabFront"": 2.5, ""glabInflate"": 1.6, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 183.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.7546703080471175, ""pleuralSlope"": 0.74, ""pygFrac"": 0.19580055513297076, ""pygMarginal"": 6, ""pygMarginalLen"": 0.3902253525560732, ""pygRings"": 4, ""pygSpine"": 0.22763145565770937, ""pygSplay"": 16.0, ""pygWidth"": 1.0, ""relief"": 10.525272765013714, ""ringArch"": 0.22, ""segCount"": 10, ""spineBase"": 0.0975563381390183, ""spineGrad"": 0.15, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.75, ""wall"": 2.0, ""width"": 72.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.55, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.5217354828827118}"
45,lichida,0,7,1.0142,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.3430865078116239, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 0.85, ""eyeLat"": 0.0, ""eyePos"": 0.62, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.16, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.4563903534987414, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 5.0, ""glabFront"": 2.5, ""glabInflate"": 1.6, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 183.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.6343110349077897, ""pleuralSlope"": 0.74, ""pygFrac"": 0.3155690201816057, ""pygMarginal"": 6, ""pygMarginalLen"": 0.6085204713316551, ""pygRings"": 4, ""pygSpine"": 0.3549702749434655, ""pygSplay"": 16.0, ""pygWidth"": 1.0, ""relief"": 17.97973743745887, ""ringArch"": 0.22, ""segCount"": 9, ""spineBase"": 0.15213011783291377, ""spineGrad"": 0.15, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.75, ""wall"": 2.0, ""width"": 72.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.55, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.8489115099846709}"
46,lichida,0,7,0.8851,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.2784118993476325, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 0.85, ""eyeLat"": 0.0, ""eyePos"": 0.62, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.16, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.3982875174169637, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 5.0, ""glabFront"": 2.5, ""glabInflate"": 1.6, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 183.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.7155078086859263, ""pleuralSlope"": 0.74, ""pygFrac"": 0.27328879546936546, ""pygMarginal"": 6, ""pygMarginalLen"": 0.5310500232226183, ""pygRings"": 4, ""pygSpine"": 0.309779180213194, ""pygSplay"": 16.0, ""pygWidth"": 1.0, ""relief"": 13.836557465199764, ""ringArch"": 0.22, ""segCount"": 11, ""spineBase"": 0.13276250580565457, ""spineGrad"": 0.15, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.75, ""wall"": 2.0, ""width"": 72.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.55, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.4237734289808684}"
